apartment_id,text_review,rating,author
307,"Da Vinci is ideally located - a short distance from campus and downtown with Safeway right around the corner. Property management and maintenance teams are highly responsive, making living here smooth and worry-free. Shoutout to Jessica, the property manager, for her exceptional care and prompt service",5,Yash Asthana
307,"Jessica is a strong communicator and makes the rental application process very easy. Da Vinci might be the best location in Davis. Close to downtown, close to Safeway, not in the middle of chaos.",5,J T
307,"DO NOT LIVE HERE! Especially if you’re a college student. Its always very noisy, constantly smells like cigarettes and weed, can’t leave stuff in your car because it can get stolen, bikes get stolen here all the time. Always a maintenance issue in the apartment such the sinks not working, toilet not flushing, and the material on the kitchen counter is peeling. This place is definitely not the safest or place I would recommend for you to live",1,Erin
307,Not enough parking for the amount of tenants. The only parking available nearby are UC Davis spots and you’ll get a ticket if you are parked there after 7am. The apartments are pretty dirty and not very well maintained.,1,Francisco Lopez
308,I went to look for an apartment for my Son this week and Claudia showed me around the property.  She was super sweet.  This site is set off from the Davis business and super cute.  Claudia showed me the townhome which is nice as it is a townhouse vs standard Apartment.  I loved the fact I have my own little patio with bike storage.  My son is going to be moving in and going to Davis this month.,5,Michelle Talent
308,"Lived here for over a year now, I have seen different faces in the office come and go but recently we have new management and it seems to be taking a better turn. Maddy has been extremely attentive and very friendly. She has taken any concerns we have and assured everything is getting fixed in a timely manner. Will be renewing my lease.",5,Malia Fletcher
308,"I lived here for a year, ended my lease because i found a better place to live. Very expensive for the quality of the townhome. Not worth it. You can find nicer for cheaper or same price.  The fence in the back needs updating, the sliding door I had was in horrible condition after i was told it was going to be fixed. I moved in and things were not updated as they were supposed to be.. another huge issue with this place is it has BAD roaches. My family and I were constantly sick living here, I don't know for sure but I am assuming it was from the roaches. Which I read can cause ppl to be sick.. when I moved in Alan was the manager, he was ok. Never had any issues with him besides his slow response to emails and service requests. However, all of a sudden he disappeared. No information to the tenants as to what happened. After that we did not have any consistent manager. Madison took over part time. She was fine, never had any issues with her, she answered my emails in a timely manner. I would not recommend this property due to the roaches, the price/quality of Townhome, and the management issue. I feel that you can get your money worth else where in Davis. The only positive thing is that it's a quiet complex, but most of Davis is quiet. However homeless do go through dumpsters and there is no maintenance person that I ever seen.",1,Bri Symone
308,"Management is extremely slow and has poor communication when it comes to responding to maintenance/emergencies. The office is rarely open, it’s impossible to get ahold of anyone on the phone, and the emergency maintenance number on the office voicemail goes to a wrong number. After dealing with this once when our AC broken I complained to someone enough that they changed the voicemail…to a different wrong number for somebody who works at a different complex. We’ve had our AC break twice and a sewage backup from a root growing into the line and every time there is an issue it’s like pulling teeth trying to get any timely or reliable information from the management. Most of the time I have to call the regional manager to then get them to contact the Westwood people. Service appointments given by management are routinely missed and I have to call back several times. Plan on having to stay in a hotel several times a year if something vital breaks and management is slow to respond. Highly recommend looking anywhere else for housing.",1,Vincent Powell
308,"Experience purely as somebody applying for lease:
(Alan Valencia) is extremely unreliable. Multiple times now myself and prospective cosigners have reached out asking for important documents such as the welcome letter, or lease agreement. Each time, we were told that he'd get back to us within a week or two, and each time was a lie. After an utter failure on the behalf of the property manager, I reached out to the regional manager. My first couple of attempts made to reach out to the RM were as futile as the PM. After a bit of a gap and another attempt, the welcome letter was given to us. By this point, we'd paid 250 dollars total, and whatever the legal maximum cost for a background check in California is. Following the first necessary document signing,  myself and a cosigner met with the man so we could discuss move-in and the lease proper. We were promised our full lease within a week or so of emailing him when we'd be available to move-in. On my part, I took about a week to tell him when we'd be available to move-in. The next day I was told we'd be sent the lease agreement by the end of the working week at the latest. A couple days after, it was next week. 12 or so days later, I email him asking for an update on that lease agreement. Nothing. Its been over a month now since I was promise the lease agreement. Nothing.

The management here is an utter mess if none of the other comments here have made it clear already. Not only the property management, but the regional management as well, if only for allowing this menagerie of chaos and cruelty to occur. The manager here and the those above him are making people's accessibility to housing difficult for no good reason I'm sure, and harming plenty in the process. Do not even apply for this place--or any other FPI Management property for that manner--you might as well throw 250 and more out the window and wish it a good day. It will at least make some lucky passer-bys' day, unlike anything associated with this mess.",1,Rivers Stout
309,"I know there are a lot of new student coming to this apartment recently, but please run ASAP. As you can see, my tires and rims were stolen and my window was smashed. The management did not help me, instead they THREATENED me to buy tires and rims from THEM otherwise they would TOLL my car(I was not in town at that moment). There are a lot good and cheap apartment around Davis. This is not one of them.",1,Xizhou “Neal” Zhu
309,"These apartments are located very conveniently to the college campus.  Access to other important things like grocery stores are also available nearby.  The rent is on the lower side of most apartments around, but so is the general maintenance of the facility.  You can easily say it's a ""little"" run down and from what I've witnessed, it doesn't get much attention from the management/ownership either.  There are no elevators, so if you are moving into the top third story apartments, you'll get plenty of exercise.  Parking is cramped and it has a low ceiling as part of the open garage, so if you drive a truck or a full sized car, good luck with that.  Overall it appears to be safe, but by looking at it, you might question if that's truly the case.  Bikes have been known to be stolen from here, so pay attention.",3,Greg Roderick
309,"The only good thing is the proximity to UMall and campus. Brenda was a terrible manager who would not help us fix broken utilities and only cleaned up the pool when her family came over. Otherwise the pool would look green and be full of sticks and even got a health code violation. The study room? Filled with mattresses the whole year I was there. Laundry room? Broken. I cleaned up everything before I left and never got my security deposit back. If you have a choice to lease elsewhere, do it.",2,Eva
309,"Despite what other people say, I honestly think this is a nice place for people who are looking for an affordable place, and it's very close to campus,. This is coming from someone who was looking for any place to stay that was under $400 a month, which is why I'm mainly happy with my apartment. It depends on your opinion, however, if you're looking for a decent place that's near college city life, this is a good place to live. Additionally, it is true that this complex is old and some things can be broken or ""run down"", BUT if you tell the manager, it will be fixed. No problems with me on that. And depending on who you live with, and how accustomed you are to apartment life in general, this place is clean. And older building, yes, but good for living, honest opinion.",5,Elisabeth Mcgowan
309,Great location. The apartments are a bit run down looking but everything works fine and the price is good for being right next to campus. Never had any trouble with management. Russell avenue can be a bit loud but i got used to it within a week. You have to payfor car parking but there's lots of bike parking. It comes furnished and the couches they provide are awesome.,4,Hannah Craig
310,Avoid at all costs.  This is a poorly run apartment complex.  Staff and mgmt are completely uncooperative and only concerned about getting your money.  They keep a good portion of security deposit even when apartment is cleaner then move in date.,1,Todd Whitson
310,"I've lived here for the better part of two years and I am looking forward to a third. The staff on the maintenance team are cheerful and quick to help with requests, and the personnel in the office always tell me to have a good day. Even if the property is a bit older than most, it is clear that the folks here work super hard to make it both welcoming and optimized. Also, the people here were really good at teaching me things when I was less familiar with living off campus. Ask them questions and they will help you too! Finally, I really like the outdoor grill. I've never gotten the chance to grill before living here.",5,Justin Saltaformaggio
310,"Parents and students… BE WARNED!  Stay away from UNIVERSITY COURT; 515 Sycamore LN in Davis CA.   The entire complex is infested with rats and unethical management practices.  The only good thing about University Court is the location (located next to Trader Joes and across the street from UC Davis).  We moved my son into his apartment at University Court  (UC) in SEP 2021 and were provided a lease agreement that guarantees liability/responsibility for the unpaid debts of the other lease holder/roommate who fails to pay their half of the rent on time.  It’s my fault for not reading the fine print… so please don’t make the same mistake I did.  During the period of 09/15/2021 through 08/30/2024, my son had three different roommates, who either left after transferring into another school, or dropped out due to poor grades. Each time we received aggressive and intimidating letters, emails and phone calls from University Court management telling us that we were responsible for the other roommate’s rent/liabilities regardless of our good standing for paying our half of the rent on time.  When we tried to discuss or dispute the situation with UC management… the only thing they would say is, “it’s in the lease and if you don’t pay the total amount we will simply send your account to a collection agency, ruin your credit and evict your student from the apartment”.  To add insult to injury… the entire apartment/complex is infested with HUGE RATS (we have the photos and the videos to prove it!).  After repeated complaints to UC management… their response was to send a maintenance person to the apartment and set two rat traps (which did absolutely nothing at all).  The rat infestation got so bad that my son had to move out two months early and find another room to rent so he could graduate on time.  When his lease was finally up we returned to the vacant apartment… and were horrified to see how the rats had eaten the furniture, carpet, baseboards, and parts of the doors and walls.  The apartment was filled with rat droppings and the smell of rodent urine.  Instead of moving my son’s furniture and belongings out of the apartment, we were forced to throw everything away due to the damage and infestation issues. We were afraid of disease and the possibility of spreading the rat infestation into his new apartment.  The situation even gets worse! After thoroughly cleaning the apartment and turning in the keys… UC management refused to inspect the apartment with us in order to view the damage and rat infestation. They told us they were sorry for the rat issues and they would refund our $700 security deposit once they did their own inspection 3 days later.  Not only did this corrupt UC management staff keep our $700 security deposit… but they charged us an additional $149.19 for painting, cleaning and damage caused by the hungry rats.  And yes… it was followed up with an additional threatening letter telling us to pay the bill or face the consequences of a collection agency that would ruin our credit score.  We are reporting University Court to the authorities and to the UC David Health commission in order to protect other UC Davis students from University Court’s unscrupulous management practices.  Please stay away from University Court… there are other apartments available in the immediate area without rats (this includes the rodents and the employees who work for University Court).",1,Ed
310,"University Court Davis apartments offer a fantastic living experience for students and professionals alike. With its convenient location near the university campus, residents enjoy easy access to academic facilities and campus life. The apartments themselves are well-maintained, spacious, and equipped with modern amenities, making them ideal for comfortable living. The community atmosphere at University Court Davis is welcoming and inclusive, providing a sense of belonging for all residents. From its convenient location to its well-appointed apartments and friendly atmosphere, University Court Davis is an excellent choice for those seeking quality living near the university.",5,Yuwei Yu
310,"Lived here for a year and a half and it was an absolutely great experience! The apartments are really clean and well-maintained. The management changed around end of last year and since then they have been fantastic! Art, the new manager, is very approachable and helpful and welcoming always. They were also very understanding about my ESA cat. The only cons were that the laundry room and garbage area was really far from my unit and especially since I was on the third floor but the elevator helps. Also my unit was above the gate so I would hear it slam a lot and since it’s a big complex you hear people come and go but it’s not too bad at all. Another thing was that the kitchen was too cramped for my liking with no dishwasher and the AC is only in the living room but buying a fan solved that for the most part for me. Overall really great experience! Great amenities, quick maintenance, clean,  well-maintained environment and just a really great community! The clubhouse has a billiards table and seating areas where I’d hang out with friends and the complex did resident events which were nice to go to. Would definitely recommend living here, I only moved out due to wanting a 1 bedroom instead of the 2 bedroom that I shared with a friend and theirs is out of my price range.",5,Madawi Balushi
311,"Apartment management and maintenance are the best! They are all friendly and responsive to emails/maintenance requests. I still remember how easy move-in day was because they were really accommodating when I needed to move-in a little earlier a couple years ago. A special thanks to Tiffany and Jose! The rent may be going up, but it is worth it for the excellent staff here.

The only downside I have is that parking can be tight, especially when you have a large or long car due to the oddly spaced concrete spacers. However, I think the the amenities, neat events, great staff, and comfortable apartments more than make up for the parking situation. If you are looking for a good place to live, I highly recommend this place.",5,Stephanie Tsai
311,"I would start off by saying that Maggie Tobin made it possible for me to navigate the decision to live at Chaparral Apartments. She was the best !!!! always available to answer questions and concerns, always pleasant, always courteous. She is a creative problem solver and supportive through out my stay at Chaparral apartments. I also witnessed Tiffany and Maggie being generously kind when the laundry room had a water issue. Thank you for all the prompt repairs too, I never experienced immediately repaired so fast, like refrigerator replaced, Jose was excellent with all the concerns and always pleasant and courteous.. And Lindsey is terrific, high positive energy which made my move out feel better despite the stress to clearing out stuff. I was in an unusual situation because I didn't known anyone in town and I felt the management  had my back. So I can't thank you enough. Sincerely, Lynda Silva",5,Lynda Silva
311,"Chaparral has the sweetest staff and maintenance team, and I highly recommend the apartment complex.  I leased my apartment with them beginning in 2020 and am so happy I picked them. They respond to emails and maintenance requests very quickly and are very accommodating with residents, always doing their best to make sure their residents are happy. They also have fun giveaways and competitions that they do through their Instagram that are very fun. Happy to say I live at Chaparral!!",5,Sierra Reed
311,"Excellent responsive and friendly management, well maintained apartment and amenities. Don't feel like I'm getting price gouged, which is rare in Davis. Safeway is like a 5-10 minute walk away. Quiet and safe neighborhood.  Sad that I have to move from here!",5,Richa Nanavati
311,I've been at this apartment complex for 4 years and the management has been very helpful. All maintenance requests are usually answered within a day or two and there are usually giveaways or events for every holiday. I highly recommend this place.,5,Aaron K
314,the wifi is quite literally the worst ever. they don’t seem to be concerned at all with it either. they’ve “fixed” it multiple times and it gets worse and worse everytime. basically unusable and forces every apartment to set up wifi,3,Henry Chen
314,great place with good amenities. but the internet is so bad it's pretty much unusable,4,Leon Goodridge
314,"I only sublet for the summer of 2019 but my experience has been dreadful. There were cockroaches periodically even though we did our best to keep the place clean. Even after the management brought pest control, I still noticed some very-much-alive cockroaches come out eventually (again, I only stayed around 2 months so the reappearance is more than a bit unacceptable).",1,Angela Tu
314,The gym is great and the staff are friendly!,5,Jared McNece
314,"Our stay at Almondwood was overall good. The management was friendly and helpful, and the facilities were nice. We especially liked the pool, hot tub, 24-hr study room, and printing room. Of course, the location is great with G/J bus lines and walking distance to safeway (open til 3AM).

We only had one issue: they overcharged us at the end of our lease (primarily, they charged for painting that wasn't planned/necessary). We emailed them and they apologized and gave us a full deposit refund. Their response to our email was quick and courteous, and they assured us that it was a mistake.

Overall, I would recommend staying at Almondwood. The location and price make sense for college student living.",4,Jack Goon
315,"I absolutely love living at The Celeste Apartments in Davis! The community is beautifully maintained, and the amenities are top-notch. From the sparkling pool to the modern fitness center, there’s something for everyone. The staff is incredibly friendly and always willing to help, making me feel right at home. Maintenance requests are handled quickly, and the apartments themselves are spacious, clean, and well-designed. The location is perfect, close to downtown and UC Davis, which makes it super convenient for students and professionals alike. Overall, The Celeste is a fantastic place to live, and I highly recommend it! Five stars all the way!",5,Kaci Walsh
315,"I've been living at The Celeste for a while now, and I couldn’t be happier! The apartments are modern, spacious, and have all the amenities you could ask for. The management team is fantastic—super responsive and always friendly. The maintenance crew is quick to resolve any issues, and the common areas are always clean and well-kept. The location is great too, close to everything I need. It truly feels like home here, and I highly recommend The Celeste to anyone looking for a comfortable and welcoming place to live. Five stars all the way!",5,BK Wed
315,"I’ve had an incredible experience living at Celeste Apartments in Davis! From the moment I moved in, I was impressed by the modern design, spacious floor plans, and top-notch amenities. The management team is always friendly, responsive, and genuinely cares about residents’ needs.

The location is perfect—close to UC Davis, shopping, and great dining options, yet still peaceful and quiet. The on-site amenities like the pool, fitness center, and study lounges make daily life convenient and enjoyable. Plus, the community events they host create a welcoming and friendly atmosphere.

If you’re looking for a stylish, comfortable, and well-maintained place to call home in Davis, I highly recommend Celeste Apartments!",5,landon jones
315,"I toured the celeste with Sara, the property manager, and had a fantastic experience. She was friendly, knowledgeable, and thorough, making sure all my questions were answered. The property is modern, well-maintained, and offers great amenities. Sara’s genuine enthusiasm and professionalism made the tour smooth and informative. If you’re considering living here, I highly recommend reaching out to her!",5,Chris Zauzig
315,My daughter currently lives here and all I can say is she loves it. Beautiful apartments and very nice amenities. Nugget is around the corner so she is able to walk down for groceries which is super convenient for her. The bus stop is nearby too which is great. Would reccommend,5,Maria Navarrete
316,"The Green is not perfect, but it’s not terrible either.

Pros: spacious apartments, extensive kitchen, almost everything is clean and new, and CAs host fun events on your floor sometimes! The mail system with the lockers is very easy and convenient. Sunsets are pretty here.

Cons: sometimes roaches and bugs get into the lobby, Wi-Fi is not the best, but if you don’t game often, you won’t have many issues. Laundry is expensive.

My roommate and I had a water leak in our router and it got fixed around a week later, as they were short staffed. The maintenance guys were kind, though.

It’s around a 12 minute bike ride or a 45 minute walk from my building to my first class of the day- for that reason, I’m unsure if I’ll live here next year. I’d prefer somewhere closer to Campus. For transfer housing though, it’s not a bad option, so I’d give it 3.5 stars.

Update: 1/17/23

More cons: The Green is susceptible to losing power (especially/specifically 184 Horizon. They’re on a different grid than all the other buildings for some reason.

Wi-Fi issues! As I’m writing this now I have no Wi-Fi and am unable to start my assignments.

If you want to park close to your building without tandem parking, and live in 298 Citron/Horizon good luck! There’s barely any unassigned parking near those buildings, and you’ll have to walk 0.2 miles just to get to your car. It’s over $600/year, by the way.

It’s not that close to campus compared to other apartment complexes.

My apartment had another water leak due to poor patching of the celling with little response from maintenance. They are very helpful when I could get ahold of them in the past, though, but I can’t say I enjoy scattering pots and pans around to catch the water.",3,Abby Reilly
316,"no hot water in my unit for weeks, despite multiple maintenance requests and claims the issue is “fixed.” laundry machines also either break down or don’t dry properly and force you to pay again (bonus: dryers used to cost $1.25 but were recently raised to $1.50)",1,Hannah Salas
316,"honestly living here was not horrible. most of the pros come from it being a new construction. i think my roomate and i were the first to live in our unit. i think the experience will go down with time as you can tell it was built very cheaply and quickly. it was very clean and nothing in our unit was broken except for maybe the ac as the common area would not get cold while our bedrooms would be freezing. the furniture was pretty uncomfortable but i wasn’t surprised considering this is student housing and they probably got the cheapest furniture available. the parking situation is kinda horrible and it is expensive considering your options. either have a tandem spot, or a single unassigned spot which could leave you a far walk from your building. the location is okay. you are a bit disconnected from the rest of davis, but the V line makes it very easy to get to campus quickly. your packages are secure w the luxer boxes. the worst thing about living here were the constant power and wifi outages which are definitely not normal. honestly i would live here again and i regret all of the complaining i did living here after i moved to a different horrible apartment in davis for my final year. it is not the most homey place but its fine for a college apartment.",3,maya martinez
316,I had a bit of a issue with the washer here at The green. I contacted the staff and sent them a email about what was going on. The assistant facilities director contacted me very quickly and apologize. He went out his way to make sure that the washers were clean and I was compensated. He made everything very smooth and easy. He was easy to talk to and made sure he was doing everything he could. I washed again this week and the washers were completely clean. He then assured me that he would be doing this process annually. He genuinely helped me and assured that the future this would be an issue!,5,lesly leyva
316,"I can’t say enough bad things about the green. First of all, the parking situation is RIDICULOUS. They leave empty space and dead fields next to the likely intentionally small lots and then charge upwards of $700 for parking, which is usually completely full anyways resulting in a nearly half mile walk to your apartment. Catalytic converter theft is rampant yet they do not care at all nor do they make any attempt to deter such thefts. They do not care about anything other than squeezing every penny from their tenants that they can. Tiny washing machines, terrible management, god awful communication, bad power, water, and internet among other things. My apartment has some outlets that aren’t even real, there is a layer of plastic behind them preventing them from being used. On top of that, there are switches in the bathroom that don’t even do anything? No fan in the bathroom either. The oven creates so much smoke and takes an eternity to preheat despite it being almost brand new. The cabinet space is awful especially under the sinks, where they put up a board in an attempt to make it look clean but instead just create a huge inconvenience for anyone trying to actually live there. The room selection process was also very bad, and information was given so late everyone was left scrambling. Plus only one Ethernet port for the entire apartment? Seriously? How can they be that out of touch to not realize that college students use Ethernet for more than just a TV? Paint on the walls is super cheap and will easily scrape right off if you bump it with your fingernail. My dorm has a nail that is FACING UPWARDS in the carpet! It’s poked me and my roommate many times before we realized what it was and covered it with some tape. I’ve heard there are also lots of thefts at the mail room although i have not experienced this, but it isn’t surprising at all. The only positive thing i have to say is the maintenance guys are super chill, and very responsive. Came to our apartment about an issue with the stove on the same day and were very helpful. Avoid the green at all costs, especially if you are planning on bringing a car.",1,John Goht
317,"Casitas was one of the few places in Davis that offered a short-term fall quarter lease, which I badly needed. Management was very responsive and courteous when I was signing up for a unit. The apartment also had plenty of nice amenities, like a pool and hot tub, laundry room (although they also rent out in-unit washers and dryers), and printing services. Personally I was glad to use the hot tub, since the one at my previous apartment was closed for a long time due to COVID. The actual unit itself was really nice, and maintenance was very quick to respond.

One minor complaint I do have is that I can hear people talking loudly at night outside sometimes, probably at the parking area. I guess that's outside the apartment's control. One of my roommates also noted that the freezer in our apartment wasn't cold enough to keep his ice cream frozen.

I also got my full deposit back (both the base and the pet deposit), which was a pleasant surprise.

Both the apartments I lived in at Davis happened to be managed by Tandem Properties, and I highly recommend getting a lease with them.",5,Aaron Ong
317,"Casitas is a great place to live all in all--maintenance was always quick, the leasing office was always kind and helpful, and the area is great. The units are kind of rundown, but it's nothing terrible. However, that being said, I wouldn't recommend living here less than one year, as they may take a lot out of your security deposit because the lease states that they can. We cleaned our unit well and trust me when I say there was no need for more paint on the walls, but we still got charged for cleaning and painting. So, in the end, a good place to live if you're looking for somewhere longer than a year.",4,alex w
317,"I've lived at several apartments throughout my time in Davis, but Casitas Apartments comes out on top in virtually every aspect. The location is conveniently located close to several Unitrans bus lines and Anderson Plaza, so it is no problem to get around town. The management is punctual and friendly, maintenance is professionally done, and the units are very well-kept. The rent is very reasonable considering the quality of the apartment and location, so I would definitely recommend this place to anybody else looking for housing!",5,Runire
317,"I've rented from Casitas & Chautauqua for the last fifteen years in three different locations (one-bedroom flat, townhouse, and duplex flat).

Although rental costs are high in this part of North Davis, what keeps me here are the great variety of floor plans to choose from, amenities, and excellent management.  Specifically:
1. Private covered parking for duplexes
2. Large yards and living spaces
3. Ceiling fans
4. Indoor washer/dryer hookups
5. Updated appliances
6. Management are prompt to respond to questions.
7. Maintenance is both friendly and resolves issues quickly, including emergency service after hours and on weekend for things like water heater leaks and A/C failure.

There are also numerous community events throughout the year (pandemic notwithstanding), as well as finals breakfast - great for students.",5,Whitney Cheung
317,"Nice staff, great setting with being close to stores and the green belt.",5,Jason Vaccarezza
318,"The Spoke has been a great housing option for my daughter. The leasing process was straightforward, and the staff was helpful every step of the way. The community is friendly, and the amenities make it a comfortable place to live. My daughter has had a positive experience, and I appreciate the communication from the management team, which is why we renewed. I would definitely recommend The Spoke to other parents looking for reliable student housing in Davis.",5,Lisa Flores
318,"The only reason this place has four stars is because of the maintenance team, specifically Elmer and his team are the absolute best - 100/10. Each time there is a problem with my apartment, they almost fix it the very next day and get the job done. E is super patient, friendly, and attentive to each resident's needs and I can't speak more highly of him.

Management on the other hand, has a lot to improve on",4,Victoria Wong
318,"E provided excellent and efficient service! When my heater had an issue, he quickly came over, diagnosed the problem, and fixed it in no time. The whole process was smooth, and he was professional, friendly, and patient in answering my questions. I truly appreciate his help and would highly recommend him to anyone in need of heating repairs.",5,李涵雯
318,"I’ve had a great experience at the spoke for the time that I have been here. The leasing office staff is very attentive to my requests and the maintenance staff are quick to respond and overall great workers who provide quality service when needed. Particularly, Jeremy and E helped me out greatly when my power outlets were faulty, they got the problem fixed rapidly before my classes",5,Sean Kapoor
318,The management team here is really great and they take great care in fixing any issues that arise. E has fixed many problems that arose in my apartment such as today. My outlets were not working and he came immediately to check in them and he fixed them very quickly and efficiently. He did an excellent job🙏,5,Saam Venus
319,"This is Stephanie Singelyn AGAIN! I'm using my husband's account, but my previous post is in the reviews. My last review stated how fraudulent the property management company of Temescle is. The management promptly responded to my post and said the boys were to get their full security deposit back as well as the ""so called"" damages money which there was none. Temescle sent  the boys to collections as a scare tactic and forced them to pay over 600 dollars in damage which there was again,  was none.  This all happened in September/October. We are now in February and after many calls by the boys, nobody AGAIN will return a call and they have yet to receive the money owed to them. This place is a scam in every way possible. Listen up owners and property management.....REFUND the MONEY OWED! This mother has lost her patience and will take this further if needed!",1,Todd Singelyn
319,"Renters Beware! This place is a scam for many reasons and i would NEVER let my college student rent here!!!!!!!The office staff is the most unprofessional rude people I have ever dealt with. When submitting repair requests, they don't take care of their responsibilities. They will ask you if you want to move out before your lease is up, and offer you a discount on your cleaning fee, but they will turn around and assess damages that you ""supposedly"" created, even though they do quarterly checks on your apartment to let you know something needs to be fixed. Upon your exit from your apartment, they will come in and do their cleaning and painting and then tell you that there was damage and they know they can get away with it even though they were there less than a year. They send you to collections without telling the tennants what damages they are being charged for. This company is disgusting, but what makes this company disgusting, once again,  is their employees (office staff) . Don't waste your money at this place. They are criminals!",1,Stephanie Singelyn
319,"My best advice for living here is don't. Management is a nightmare, maintenance walks in without notice. The laundry rooms are not maintained + extremely expensive. They will send you a violation for the smallest things, holiday decor being out a day too long, random things on your tiny porch. I have lived here for six months and Nicole has made my time here MISERABLE with the amount of screw ups on their end!
The apartments are poorly maintained and overpriced. The counters are flaking away and they just put a new coat of paint on them. The pool, gym, and amenities are never open, and if they are they're disgusting and full of rotting leaves, trash that never gets picked up. The only good thing about this complex is the location!",1,Konoba
319,"I really like Temescal! it’s a good location  with a reliable bus stop (G and J Unitrans line). Nicole is always welcoming when I come in to talk to her about any issues and she’s willing to work with you. People leaving reviews about the gym, pool, and amenities not being open was because they were under renewal which is reasonable. Now, they’re open for anyone to use and I have had no problem with them. If you’re a student and you’re looking for housing, these are one of the places you’re gonna get for the “cheapest” around Davis. It’s affordable compared to other apartments and housing around Davis.",5,Sonia Le
319,"Lived here for two-three years, and like others have said the quality has been going down. One of the bigger issues being the house was in horrible condition when we rented it out starting in the summer. AC not working and cooling the house. Management changed in the middle of our lease, which was horrible because after we moved out, had to pay costs for the horrible quality apartment. Basically, they used our money to repair the apartment after we had moved out, instead of during our time there. Maintenance requests are slow and never go into full effect.",1,Starym Drake
322,"Great location! very close to the grocery outlet, International store and dollar tree. Also ,15 mins bike to the University which was convenient for me to commute. Also the apartment is well lit and spacious.",4,Sahana Eshwaran
322,,5,JOT THIARA
322,,4,Wilbur Bowers
323,"If you're a transfer student and are interested in applying to this apartment complex using your financial aid as proof of income, don't even try. They will keep you waiting for almost a month, asking endless questions and using a poorly managed AI software called SNAPPT. This software forces you to submit documents in the most inefficient and infuriating way possible, even after they confirmed that financial aid and scholarships were acceptable before applying. They simply can't handle these types of documents with the experimental AI software tools they currently use. Save your time and money by looking for a place that actually knows how to work with students who want to live off-campus.",1,GG WP
323,I normally don’t do this but I wanted to give recognition where it is deserved. I have been calling around different properties in the Davis area and why is it so hard for apartments to answer the phone? When someone did answer it seemed like I was inconveniencing them… where has customer service gone? That was until I called Pinecrest Apartments and spoke with Azu (I apologize if I misspelled this)! She was absolutely delightful on the phone! She took the time to answer all of my questions and was great about trying to get me in there without being over pushy. Even though they didn’t have what I was looking for I felt it necessary to give a kudos to Azu for the great display of customer service. It seems to be a lost art form in the property management world.  I will be referring people here not because of the property or prices but because of the level of customer service they deliver. Thank you again Azu!,5,Danny
323,We moved into these apartment around last year and it honestly wasn’t that bad to start. They fixed the coin only laundry machines after it ate around 25$ in quarters. We also had put in a work order and selected the do not enter if we arnt home option yet the maintenance guy still unlocked the door and came in. The sprinklers are also all broken and spray you as you walk to your house anytime after 8 pm and continues all the way until 12 midnight. There was a small rat problem when we left mainly just dying and being left near our stairs so we’d have to throw them out. Our lights in the apartment also flicker a lot and can’t really be screwed back on because it’s a digital led light. Lastly but most importantly the last 2-3 months the water keept getting shut off with little or sometimes no notice and when it turned back on it would be muddy and or still without heat or low pressure. All in all I’d give the apartment a 2 star if it wasnt for the inconvenient water issues for months but I do have to say the staff was friendly and attentive. Still wouldn’t recommended to anyone hope this helps anyone considering moving here.,1,Lori Jennings
323,I recently visited and Sarah was amazing. She was extremely professional and knowledgeable. I highly recommend you ask for her by name if you need any information and/or a tour.,5,MJDubb
323,"Sunita was very patient, welcoming, and kind. We were running a few minutes late to the tour appointment. I called to notify her about running late and she was very understanding. During the tour, she kept us laughing and was very knowledgeable about the property. I highly recommend her and apartment community to anyone who is interested!",5,Monaé Weathington
324,"I lived here as an undergrad and when I started graduate school, without thinking I chose to live at Russell Park again. The unit I stayed in was recently renovated, plus close proximity to the campus, everything was just great. Super nice and helpful office staff and maintenance team, who always promptly responded to my requests. Special thanks to Natalie -  her consideration and accommodation made my living experience at Russell park a very special one that I will never forget. I highly recommend everyone to live at Russell Park!",5,Yan Lu
324,"I’ve been a resident since 2017 and it’s been a wonderful experience for these last 4 years. I would’ve continued living here if I could, but I graduated this past June and you must be a student to live at this community. Management and maintenance is amazing and quick to respond to any issues or questions that residents may have. Honestly my best rental experience by far in Davis, and I’ve lived at four different places in my time here.",5,Andy Nguyen
324,"I lived her for four years. Four long, years while i went to school and in my honest opinion there exists no better apartment complex in Davis. This might sound a bit over the top and that may be but this was home to me. From the front office staff like Natalie and Kaylin to the maintenance staff like Tim and Alex everybody was incredibly hard working and kind. They bent over backwards to do everything they could to make our lives easier here. The only reason why I moved was because I was no longer a student and no longer allowed to live there. I would have continued if I was given the choice. Do yourself a favor and live here if you can. You will not regret it.",5,Dylan Hunt
324,"Have been living here for one year, friendly staff, the office reply is always prompt and the maintenance service is also excellent. The location of the apartment is very good, it is very quiet away from the street, it is very convenient to walk or bike to ucdavis and trader joe, the only drawback is that the bedroom does not have air conditioning which can be very hot in summer",5,Lei Chu
324,"I’ve lived here for 3 years. It has been a wonderful place. Affordable, incredible staff, and a convenient location. I will truly miss this place. Note that you must be a UC Davis student to live here.",5,Ivan Tiet
